locus	description	name
PA3625	survival protein SurE	surE
PA3626	conserved hypothetical protein	PA3626
PA3627	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	ygbB
PA3628	putative esterase	PA3628
PA3629	alcohol dehydrogenase class III	adhC
PA3630	glutathione-dependent formaldehyde neutralization regulator GfnR	gfnR
PA3631	conserved hypothetical protein	PA3631
PA3632	conserved hypothetical protein	PA3632
PA3633	4-diphosphocytidyl-2-C-methylerythritol synthase	ygbP
PA3634	conserved hypothetical protein	PA3634
PA3635	enolase	eno
PA3636	2-dehydro-3-deoxyphosphooctonate aldolase	kdsA
PA3637	CTP synthase	pyrG
PA3638	conserved hypothetical protein	PA3638
PA3639	acetyl-coenzyme A carboxylase carboxyl transferase (alpha subunit)	accA
PA3640	DNA polymerase III, alpha chain	dnaE
PA3641	probable amino acid permease	PA3641
PA3642	ribonuclease HII	rnhB
PA3643	lipid A-disaccharide synthase	lpxB
PA3644	UDP-N-acetylglucosamine acyltransferase	lpxA
PA3645	(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase	fabZ
PA3646	UDP-3-O-[3-hydroxylauroyl] glucosamine N-acyltransferase	lpxD
PA3647	probable outer membrane protein precursor	PA3647
PA3648	outer membrane protein Opr86	opr86
PA3649	MucP	mucP
PA3650	1-deoxy-d-xylulose 5-phosphate reductoisomerase	dxr
PA3651	phosphatidate cytidylyltransferase	cdsA
PA3652	undecaprenyl pyrophosphate synthetase	uppS
PA3653	ribosome recycling factor	frr
PA3654	uridylate kinase	pyrH
PA3655	elongation factor Ts	tsf
PA3656	30S ribosomal protein S2	rpsB
PA3657	methionine aminopeptidase	map
PA3658	protein-PII uridylyltransferase	glnD
PA3659	probable aminotransferase	PA3659
PA3660	probable sodium/hydrogen antiporter	PA3660
PA3661	hypothetical protein	PA3661
PA3662	hypothetical protein	PA3662
PA3663	hypothetical protein	PA3663
PA3664	conserved hypothetical protein	PA3664
PA3665	hypothetical protein	PA3665
PA3666	tetrahydrodipicolinate succinylase	dapD
PA3667	probable pyridoxal-phosphate dependent enzyme	PA3667
PA3668	conserved hypothetical protein	PA3668
PA3669	hypothetical protein	PA3669
PA3670	hypothetical protein	PA3670
PA3671	probable permease of ABC transporter	PA3671
PA3672	probable ATP-binding component of ABC transporter	PA3672
PA3673	glycerol-3-phosphate acyltransferase	plsB
PA3674	hypothetical protein	PA3674
PA3675	hypothetical protein	PA3675
PA3676	MexK	mexK
PA3677	MexJ	mexJ
PA3678	MexL	mexL
PA3679	hypothetical protein	PA3679
PA3680	conserved hypothetical protein	PA3680
PA3681	hypothetical protein	PA3681
PA3682	hypothetical protein	PA3682
PA3683	conserved hypothetical protein	PA3683
PA3684	hypothetical protein	PA3684
PA3685	YeaZ	yeaZ
PA3686	adenylate kinase	adk
PA3687	phosphoenolpyruvate carboxylase	ppc
PA3688	hypothetical protein	PA3688
PA3689	probable transcriptional regulator	PA3689
PA3690	probable metal-transporting P-type ATPase	PA3690
PA3691	hypothetical protein	PA3691
PA3692	Lipotoxon F, LptF	lptF
PA3693	conserved hypothetical protein	PA3693
PA3694	hypothetical protein	PA3694
PA3695	hypothetical protein	PA3695
PA3696	conserved hypothetical protein	PA3696
PA3697	hypothetical protein	PA3697
PA3698	hypothetical protein	PA3698
PA3699	probable transcriptional regulator	PA3699
PA3700	lysyl-tRNA synthetase	lysS
PA3702	WspR	wspR
PA3703	probable methylesterase	wspF
PA3704	probable chemotaxis sensor/effector fusion protein	wspE
PA3705	hypothetical protein	wspD
PA3706	probable protein methyltransferase	wspC
PA3707	hypothetical protein	wspB
PA3708	probable chemotaxis transducer	wspA
PA3709	probable major facilitator superfamily (MFS) transporter	PA3709
PA3710	probable GMC-type oxidoreductase	PA3710
PA3711	probable transcriptional regulator	PA3711
PA3712	hypothetical protein	PA3712
PA3713	spermidine dehydrogenase, SpdH	spdH
PA3714	probable two-component response regulator	PA3714
PA3715	hypothetical protein	PA3715
PA3716	hypothetical protein	PA3716
PA3717	probable peptidyl-prolyl cis-trans isomerase, FkbP-type	PA3717
PA3718	probable major facilitator superfamily (MFS) transporter	PA3718
PA3719	antirepressor for MexR, ArmR	armR
PA3720	hypothetical protein	PA3720
PA3721	NalC	nalC
PA3722	hypothetical protein	PA3722
PA3723	probable FMN oxidoreductase	PA3723
PA3724	elastase LasB	lasB
PA3725	single-stranded-DNA-specific exonuclease RecJ	recJ
PA3726	conserved hypothetical protein	PA3726
PA3727	hypothetical protein	PA3727
PA3728	hypothetical protein	PA3728
PA3729	conserved hypothetical protein	PA3729
PA3730	hypothetical protein	PA3730
PA3731	conserved hypothetical protein	PA3731
PA3732	Uncharacterized protein	PA3732
PA3733	hypothetical protein	PA3733
PA3734	hypothetical protein	PA3734
PA3735	threonine synthase	thrC
PA3736	homoserine dehydrogenase	hom
PA3737	thiol:disulfide interchange protein DsbC	dsbC
PA3738	integrase/recombinase XerD	xerD
PA3739	probable sodium/hydrogen antiporter	PA3739
PA3740	hypothetical protein	PA3740
PA3741	hypothetical protein	PA3741
PA3742	50S ribosomal protein L19	rplS
PA3743	tRNA (guanine-N1)-methyltransferase	trmD
PA3744	16S rRNA processing protein	rimM
PA3745	30S ribosomal protein S16	rpsP
PA3746	signal recognition particle protein Ffh	ffh
PA3747	conserved hypothetical protein	PA3747
PA3748	conserved hypothetical protein	PA3748
PA3749	probable major facilitator superfamily (MFS) transporter	PA3749
PA3750	hypothetical protein	PA3750
PA3751	phosphoribosylglycinamide formyltransferase 2	purT
PA3752	hypothetical protein	PA3752
PA3753	conserved hypothetical protein	PA3753
PA3754	hypothetical protein	PA3754
PA3755	conserved hypothetical protein	PA3755
PA3756	hypothetical protein	PA3756
PA3757	Transcriptional regulator of N-Acetylglucosamine catabolism operon	nagR
PA3758	probable N-acetylglucosamine-6-phosphate deacetylase	PA3758
PA3759	probable aminotransferase	PA3759
PA3760	N-Acetyl-D-Glucosamine phosphotransferase system transporter	PA3760
PA3761	N-Acetyl-D-Glucosamine phosphotransferase system transporter	nagE
PA3762	hypothetical protein	PA3762
PA3763	phosphoribosylformylglycinamidine synthase	purL
PA3764	conserved hypothetical protein	PA3764
PA3765	hypothetical protein	PA3765
PA3766	probable aromatic amino acid transporter	PA3766
PA3767	conserved hypothetical protein	PA3767
PA3768	probable metallo-oxidoreductase	PA3768
PA3769	GMP synthase	guaA
PA3770	inosine-5'-monophosphate dehydrogenase	guaB
PA3771	probable transcriptional regulator	PA3771
PA3772	hypothetical protein	PA3772
PA3773	hypothetical protein	PA3773
PA3774	histone deacetylase-like amidohydrolase	PA3774
PA3775	hypothetical protein	PA3775
PA3776	probable transcriptional regulator	PA3776
PA3777	exodeoxyribonuclease VII large subunit	xseA
PA3778	probable transcriptional regulator	PA3778
PA3779	hypothetical protein	PA3779
PA3780	hypothetical protein	PA3780
PA3781	probable transporter	PA3781
PA3782	probable transcriptional regulator	PA3782
PA3783	hypothetical protein	PA3783
PA3784	hypothetical protein	PA3784
PA3785	conserved hypothetical protein	PA3785
PA3786	hypothetical protein	PA3786
PA3787	conserved hypothetical protein	PA3787
PA3788	hypothetical protein	PA3788
PA3789	hypothetical protein	PA3789
PA3790	Putative copper transport outer membrane porin OprC precursor	oprC
PA3791	hypothetical protein	PA3791
PA3792	2-isopropylmalate synthase	leuA
PA3793	hypothetical protein	PA3793
PA3794	hypothetical protein	PA3794
PA3795	probable oxidoreductase	PA3795
PA3796	hypothetical protein	PA3796
PA3797	conserved hypothetical protein	PA3797
PA3798	probable aminotransferase	PA3798
PA3799	conserved hypothetical protein	PA3799
PA3800	conserved hypothetical protein	PA3800
PA3801	conserved hypothetical protein	PA3801
PA3802	histidyl-tRNA synthetase	hisS
PA3803	probable isoprenoid biosynthetic protein GcpE	gcpE
PA3804	hypothetical protein	PA3804
PA3805	type 4 fimbrial biogenesis protein PilF	pilF
PA3806	conserved hypothetical protein	PA3806
PA3807	nucleoside diphosphate kinase	ndk
PA3808	conserved hypothetical protein	PA3808
PA3809	ferredoxin [2Fe-2S]	fdx2
PA3810	heat shock protein HscA	hscA
PA3811	heat shock protein HscB	hscB
PA3812	probable iron-binding protein IscA	iscA
PA3813	probable iron-binding protein IscU	iscU
PA3814	L-cysteine desulfurase (pyridoxal phosphate-dependent)	iscS
PA3815	IscR	iscR
PA3816	O-acetylserine synthase	cysE
PA3817	probable methyltransferase	PA3817
PA3818	extragenic suppressor protein SuhB	PA3818
PA3819	conserved hypothetical protein	PA3819
PA3820	secretion protein SecF	secF
PA3821	secretion protein SecD	secD
PA3822	conserved hypothetical protein	PA3822
PA3823	queuine tRNA-ribosyltransferase	tgt
PA3824	S-adenosylmethionine:trna ribosyltransferase-isomerase	queA
PA3825	Cyclic-guanylate-specific phosphodiesterase	PA3825
PA3826	hypothetical protein	PA3826
PA3827	Lipopolysaccharide export system permease protein LptG	lptG
PA3828	Lipopolysaccharide export system permease protein LptF	lptF
PA3829	hypothetical protein	PA3829
PA3830	probable transcriptional regulator	PA3830
PA3831	leucine aminopeptidase	pepA
PA3832	DNA polymerase III, chi subunit	holC
PA3833	hypothetical protein	PA3833
PA3834	valyl-tRNA synthetase	valS
PA3835	hypothetical protein	PA3835
PA3836	hypothetical protein	PA3836
PA3837	probable permease of ABC transporter	PA3837
PA3838	probable ATP-binding component of ABC transporter	PA3838
PA3839	probable sodium:sulfate symporter	PA3839
PA3840	conserved hypothetical protein	PA3840
PA3841	exoenzyme S	exoS
PA3842	specific Pseudomonas chaperone for ExoS, SpcS	spcS
PA3843	hypothetical protein	PA3843
PA3844	hypothetical protein	PA3844
PA3845	probable transcriptional regulator	PA3845
PA3846	hypothetical protein	PA3846
PA3847	conserved hypothetical protein	PA3847
PA3848	hypothetical protein	PA3848
PA3849	conserved hypothetical protein	PA3849
PA3850	hypothetical protein	PA3850
PA3851	hypothetical protein	PA3851
PA3852	hypothetical protein	PA3852
PA3853	probable transferase	PA3853
PA3854	hypothetical protein	PA3854
PA3855	hypothetical protein	PA3855
PA3856	hypothetical protein	PA3856
PA3857	phosphatidylcholine synthase	pcs
PA3858	probable amino acid-binding protein	PA3858
PA3859	carboxylesterase	PA3859
PA3860	probable AMP-binding enzyme	PA3860
PA3861	ATP-dependent RNA helicase RhlB	rhl
PA3862	NAD(P)H-dependent anabolic L-arginine dehydrogenase, DauB	dauB
PA3863	FAD-dependent catabolic D-arginine dehydrogenase, DauA	dauA
PA3864	Transcriptional regulator of the dauBAR operon, DauR	dauR
PA3865	probable amino acid binding protein	PA3865
PA3865.1	pyocin S4 immunity protein	PA3865.1
PA3866	Pyocin S4	PA3866
PA3867	probable DNA invertase	PA3867
PA3868	hypothetical protein	PA3868
PA3869	hypothetical protein	PA3869
PA3870	molybdopterin biosynthetic protein A1	moaA1
PA3871	probable peptidyl-prolyl cis-trans isomerase, PpiC-type	PA3871
PA3872	respiratory nitrate reductase gamma chain	narI
PA3873	respiratory nitrate reductase delta chain	narJ
PA3874	respiratory nitrate reductase beta chain	narH
PA3875	respiratory nitrate reductase alpha chain	narG
PA3876	nitrite extrusion protein 2	narK2
PA3877	nitrite extrusion protein 1	narK1
PA3878	two-component sensor NarX	narX
PA3879	two-component response regulator NarL	narL
PA3880	conserved hypothetical protein	PA3880
PA3881	hypothetical protein	PA3881
PA3882	hypothetical protein	PA3882
PA3883	probable short-chain dehydrogenase	PA3883
PA3884	hypothetical protein	PA3884
PA3885	protein tyrosine phosphatase TpbA	tpbA
PA3886	hypothetical protein	PA3886
PA3887	Na+/H+ antiporter NhaP	nhaP
PA3888	OpuC ABC transporter, permease protein, OpuCD	opuCD
PA3889	OpuC ABC transporter, periplasmic substrate-binding protein, OpuCC	opuCC
PA3890	OpuC ABC transporter, permease protein, OpuCB	opuCB
PA3891	OpuC ABC transporter, ATP-binding protein, OpuCA	opuCA
PA3892	conserved hypothetical protein	PA3892
PA3893	conserved hypothetical protein	PA3893
PA3894	probable outer membrane protein precursor	PA3894
PA3895	probable transcriptional regulator	PA3895
PA3896	probable 2-hydroxyacid dehydrogenase	PA3896
PA3897	hypothetical protein	PA3897
PA3898	probable transcriptional regulator	PA3898
PA3899	FecI	fecI
PA3900	FecR	fecR
PA3901	Fe(III) dicitrate transport protein FecA	fecA
PA3902	hypothetical protein	PA3902
PA3903	peptide chain release factor 3	prfC
PA3904	hypothetical protein	PA3904
PA3905	hypothetical protein	PA3905
PA3906	hypothetical protein	PA3906
PA3907	hypothetical protein	PA3907
PA3908	hypothetical protein	PA3908
PA3909	Extracelullar DNA degradation protein, EddB	eddB
PA3910	Extracelullar DNA degradation protein, EddA	eddA
PA3911	conserved hypothetical protein	PA3911
PA3912	conserved hypothetical protein	PA3912
PA3913	probable protease	PA3913
PA3914	molybdenum cofactor biosynthetic protein A1	moeA1
PA3915	molybdopterin biosynthetic protein B1	moaB1
PA3916	molybdopterin converting factor, large subunit	moaE
PA3917	molybdopterin converting factor, small subunit	moaD
PA3918	molybdopterin biosynthetic protein C	moaC
PA3919	conserved hypothetical protein	PA3919
PA3920	probable metal transporting P-type ATPase	PA3920
PA3921	probable transcriptional regulator	PA3921
PA3922	conserved hypothetical protein	PA3922
PA3923	hypothetical protein	PA3923
PA3924	probable medium-chain acyl-CoA ligase	PA3924
PA3925	probable acyl-CoA thiolase	PA3925
PA3926	probable major facilitator superfamily (MFS) transporter	PA3926
PA3927	probable transcriptional regulator	PA3927
PA3928	hypothetical protein	PA3928
PA3929	cyanide insensitive terminal oxidase	cioB
PA3930	cyanide insensitive terminal oxidase	cioA
PA3931	conserved hypothetical protein	PA3931
PA3932	probable transcriptional regulator	PA3932
PA3933	BetT3	betT3
PA3934	conserved hypothetical protein	PA3934
PA3935	taurine dioxygenase	tauD
PA3936	probable permease of ABC taurine transporter	PA3936
PA3937	probable ATP-binding component of ABC taurine transporter	PA3937
PA3938	probable periplasmic taurine-binding protein precursor	PA3938
PA3939	hypothetical protein	PA3939
PA3940	probable DNA binding protein	PA3940
PA3941	hypothetical protein	PA3941
PA3942	acyl-CoA thioesterase II	tesB
PA3943	conserved hypothetical protein	PA3943
PA3944	conserved hypothetical protein	PA3944
PA3945	conserved hypothetical protein	PA3945
PA3946	two-component sensor RocS1	rocS1
PA3947	RocR	rocR
PA3948	Two-component response regulator RocA1	rocA1
PA3949	hypothetical protein	PA3949
PA3950	probable ATP-dependent RNA helicase	PA3950
PA3951	conserved hypothetical protein	PA3951
PA3952	hypothetical protein	PA3952
PA3953	conserved hypothetical protein	PA3953
PA3954	hypothetical protein	PA3954
PA3955	hypothetical protein	PA3955
PA3956	hypothetical protein	PA3956
PA3957	probable short-chain dehydrogenase	PA3957
PA3958	hypothetical protein	PA3958
PA3959	hypothetical protein	PA3959
PA3960	hypothetical protein	PA3960
PA3961	probable ATP-dependent helicase	PA3961
PA3962	hypothetical protein	PA3962
PA3963	probable transporter	PA3963
PA3964	hypothetical protein	PA3964
PA3965	probable transcriptional regulator	PA3965
PA3966	hypothetical protein	PA3966
PA3967	hypothetical protein	PA3967
PA3968	probable pseudouridine synthase	PA3968
PA3969	conserved hypothetical protein	PA3969
PA3970	AMP nucleosidase	amn
PA3971	hypothetical protein	PA3971
PA3972	probable acyl-CoA dehydrogenase	PA3972
PA3973	probable transcriptional regulator	PA3973
PA3974	 Lost Adherence Sensor, LadS	ladS
PA3975	phosphomethylpyrimidine kinase	thiD
PA3976	thiamin-phosphate pyrophosphorylase	thiE
PA3977	glutamate-1-semialdehyde 2,1-aminomutase	hemL
PA3978	hypothetical protein	PA3978
PA3979	hypothetical protein	PA3979
PA3980	conserved hypothetical protein	PA3980
PA3981	conserved hypothetical protein	PA3981
PA3982	conserved hypothetical protein	PA3982
PA3983	conserved hypothetical protein	PA3983
PA3984	apolipoprotein N-acyltransferase	lnt
PA3985	conserved hypothetical protein	PA3985
PA3986	hypothetical protein	PA3986
PA3987	leucyl-tRNA synthetase	leuS
PA3988	LPS-assembly lipoprotein LptE	lptE
PA3989	DNA polymerase III, delta subunit	holA
PA3990	conserved hypothetical protein	PA3990
PA3991	hypothetical protein	PA3991
PA3992	SltB3	sltB3
PA3993	probable transposase	PA3993
PA3994	probable epoxide hydrolase	PA3994
PA3995	probable transcriptional regulator	PA3995
PA3996	lipoate synthase	lis
PA3997	lipoate-protein ligase B	lipB
PA3998	conserved hypothetical protein	PA3998
PA3999	D-ala-D-ala-carboxypeptidase	dacC
PA4000	RlpA	rlpA
PA4001	soluble lytic transglycosylase B	sltB1
PA4002	rod shape-determining protein	rodA
PA4003	penicillin-binding protein 2	pbpA
PA4004	conserved hypothetical protein	PA4004
PA4005	conserved hypothetical protein	PA4005
PA4006	nicotinate mononucleotide adenylyltransferase NadD1	nadD1
PA4007	gamma-glutamyl phosphate reductase	proA
PA4008	probable hydrolase	PA4008
PA4009	hypothetical protein	PA4009
PA4010	hypothetical protein	PA4010
PA4011	hypothetical protein	PA4011
PA4012	hypothetical protein	PA4012
PA4013	conserved hypothetical protein	PA4013
PA4014	hypothetical protein	PA4014
PA4015	conserved hypothetical protein	PA4015
PA4016	hypothetical protein	PA4016
PA4017	conserved hypothetical protein	PA4017
PA4018	hypothetical protein	PA4018
PA4019	UbiX	ubiX
PA4020	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	mpl
PA4021	probable transcriptional regulator	PA4021
PA4022	hydrazone dehydrogenase, HdhA	hdhA
PA4023	probable transport protein	PA4023
PA4024	ethanolamine ammonia-lyase large subunit	eutB
PA4025	probable ethanolamine ammonia-lyase light chain	PA4025
PA4026	probable acetyltransferase	PA4026
PA4027	hypothetical protein	PA4027
PA4028	hypothetical protein	PA4028
PA4029	conserved hypothetical protein	PA4029
PA4030	conserved hypothetical protein	PA4030
PA4031	inorganic pyrophosphatase	ppa
PA4032	probable two-component response regulator	PA4032
PA4033	MucE	mucE
PA4034	aquaporin Z	aqpZ
PA4035	hypothetical protein	PA4035
PA4036	probable two-component sensor	PA4036
PA4037	probable ATP-binding component of ABC transporter	PA4037
PA4038	hypothetical protein	PA4038
